id,word,part_of_speech,difficulty_score,meaning_1,meaning_2,meaning_3
4013,foreboding,adjective,2200,不吉な,予感のする,
4014,sinister,adjective,2800,不吉な,邪悪な,
4015,malevolent,adjective,2400,悪意のある,敵意のある,
4016,malicious,adjective,2900,悪意のある,意地の悪い,
4017,spiteful,adjective,2500,意地悪な,悪意のある,
4018,vindictive,adjective,2400,復讐心の強い,執念深い,
4019,vengeful,adjective,2900,復讐心に燃えた,,
4020,ruthless,adjective,2500,無慈悲な,冷酷な,
4021,merciless,adjective,2400,無慈悲な,容赦ない,
4022,pitiless,adjective,2500,無慈悲な,冷酷な,
4023,relentless,adjective,2600,容赦ない,絶え間ない,
4024,unrelenting,adjective,2700,容赦ない,厳しい,
4025,inexorable,adjective,3000,容赦ない,不屈の,
4026,implacable,adjective,3100,執拗な,容赦ない,
4027,adamant,adjective,3000,断固とした,頑固な,
4028,obstinate,adjective,2300,頑固な,強情な,
4029,stubborn,adjective,2600,頑固な,強情な,
4030,intransigent,adjective,1600,妥協しない,頑固な,
4031,inflexible,adjective,3200,融通のきかない,曲げられない,
4032,rigid,adjective,2600,硬直した,厳格な,
4033,stringent,adjective,1900,厳しい,厳格な,
4034,austere,adjective,2700,厳格な,質素な,
4035,stern,adjective,2500,厳格な,いかめしい,
4036,severe,adjective,1800,厳しい,深刻な,
4037,harsh,adjective,1600,過酷な,厳しい,
4038,drastic,adjective,1500,思い切った,劇的な,
4039,extreme,adjective,2100,極端な,過激な,
4040,radical,adjective,1400,根本的な,過激な,
4041,fundamental,adjective,1900,基本的な,根本的な,
4042,essential,adjective,2000,不可欠な,本質的な,
4043,vital,adjective,1700,極めて重要な,生命の,
4044,crucial,adjective,1600,極めて重要な,決定的な,
4045,critical,adjective,1900,決定的な,批判的な,
4046,pivotal,adjective,1800,極めて重要な,中心的な,
4047,paramount,adjective,2500,最高の,最重要の,
4048,supreme,adjective,2800,最高の,至上の,
4049,ultimate,adjective,1800,究極の,最終的な,
4050,utmost,adjective,1600,最大限の,極度の,
4051,maximum,adjective,2100,最大の,最高の,
4052,minimal,adjective,1400,最小の,最低限の,
4053,minimum,adjective,1700,最小の,最低の,
4054,marginal,adjective,1400,わずかな,限界の,
4055,negligible,adjective,2200,無視できる,取るに足りない,
4056,trivial,adjective,2800,些細な,つまらない,
4057,petty,adjective,2300,つまらない,ささいな,
4058,minor,adjective,2100,小さい,軽微な,
4059,insignificant,adjective,1300,取るに足りない,無意味な,
4060,inconsequential,adjective,2500,重要でない,取るに足りない,
4061,immaterial,adjective,3000,重要でない,非物質的な,
4062,irrelevant,adjective,2900,無関係な,的外れな,
4063,extraneous,adjective,2300,無関係な,外来の,
4064,peripheral,adjective,2900,周辺の,付随的な,
4065,incidental,adjective,2700,付随的な,偶発的な,
4066,accidental,adjective,2700,偶然の,事故の,
4067,inadvertent,adjective,1800,不注意な,故意でない,
4068,unintentional,adjective,3000,故意でない,意図的でない,
4069,intentional,adjective,2400,意図的な,故意の,
4070,willful,adjective,2100,故意の,わがままな,
4071,premeditated,adjective,2600,計画的な,故意の,
4072,calculated,adjective,3100,計算された,意図的な,
4073,strategic,adjective,2100,戦略的な,戦略上の,
4074,tactical,adjective,2000,戦術的な,巧みな,
4075,prudent,adjective,2200,慎重な,賢明な,
4076,cautious,adjective,2500,用心深い,慎重な,
4077,wary,adjective,1700,用心深い,警戒している,
4078,vigilant,adjective,2000,用心深い,油断のない,
4079,attentive,adjective,2500,注意深い,世話好きな,
4080,observant,adjective,2000,注意深い,よく気がつく,
4081,perceptive,adjective,2200,洞察力のある,知覚の,
4082,discerning,adjective,2600,洞察力のある,眼識のある,
4083,astute,adjective,2800,機敏な,抜け目のない,
4084,shrewd,adjective,2700,抜け目のない,賢い,
4085,cunning,adjective,2400,ずる賢い,巧妙な,
4086,crafty,adjective,2100,ずる賢い,狡猾な,
4087,sly,adjective,2400,ずる賢い,陰険な,
4088,devious,adjective,1700,ずる賢い,迂回した,
4089,deceitful,adjective,2500,欺瞞的な,不正直な,
4090,fraudulent,adjective,2600,詐欺の,不正な,
4091,deceptive,adjective,2800,人を欺く,見かけ倒しの,
4092,misleading,adjective,2500,誤解を招く,人を惑わす,
4093,fallacious,adjective,2300,間違った,誤った,
4094,erroneous,adjective,3000,誤った,間違った,
4095,mistaken,adjective,2800,間違った,誤解した,
4096,inaccurate,adjective,1800,不正確な,間違った,
4097,imprecise,adjective,2400,不正確な,あいまいな,
4098,vague,adjective,2700,あいまいな,ぼんやりした,
4099,ambiguous,adjective,1800,あいまいな,多義的な,
4100,cryptic,adjective,2500,不可解な,謎めいた,
4101,enigmatic,adjective,2600,謎めいた,不可解な,
4102,mysterious,adjective,2800,神秘的な,不可解な,
4103,mystical,adjective,1600,神秘的な,神秘主義の,
4104,esoteric,adjective,2300,難解な,秘伝の,
4105,arcane,adjective,3000,秘密の,難解な,
4106,abstruse,adjective,3100,難解な,深遠な,
4107,recondite,adjective,3200,難解な,深遠な,
4108,profound,adjective,3300,深遠な,深い,
4109,superficial,adjective,2200,表面的な,浅はかな,
4110,shallow,adjective,2400,浅い,浅はかな,
4111,cursory,adjective,1600,大ざっぱな,急ぎの,
4112,hasty,adjective,2800,性急な,軽率な,
4113,rash,adjective,2000,軽率な,性急な,
4114,impulsive,adjective,2100,衝動的な,性急な,
4115,impetuous,adjective,2400,性急な,衝動的な,
4116,reckless,adjective,2800,無謀な,向こう見ずな,
4117,heedless,adjective,2000,不注意な,無頓着な,
4118,careless,adjective,2700,不注意な,いい加減な,
4119,negligent,adjective,1400,怠慢な,不注意な,
4120,remiss,adjective,2600,怠慢な,不注意な,
4121,lax,adjective,2900,ゆるい,怠慢な,
4122,slack,adjective,2400,たるんだ,怠慢な,
4123,indolent,adjective,1800,怠惰な,無精な,
4124,sluggish,adjective,2900,のろい,不活発な,
4125,lethargic,adjective,2300,無気力な,不活発な,
4126,languid,adjective,2800,だるい,無気力な,
4127,listless,adjective,2900,無気力な,やる気のない,
4128,apathetic,adjective,2700,無関心な,無感動な,
4129,indifferent,adjective,2700,無関心な,どうでもよい,
4130,nonchalant,adjective,2300,無頓着な,平然とした,
4131,casual,adjective,2800,何気ない,くつろいだ,
4132,informal,adjective,1500,非公式の,くだけた,
4133,relaxed,adjective,1900,くつろいだ,緊張していない,
4134,easygoing,adjective,1600,のんきな,気楽な,
4135,carefree,adjective,2100,屈託のない,のんきな,
4136,lighthearted,adjective,2200,陽気な,気楽な,
4137,cheerful,adjective,2400,陽気な,快活な,
4138,jovial,adjective,1500,陽気な,愉快な,
4139,merry,adjective,2500,陽気な,楽しい,
4140,joyful,adjective,1400,喜びに満ちた,うれしい,
4141,jubilant,adjective,1700,大喜びの,歓喜に満ちた,
4142,exuberant,adjective,2600,熱狂的な,豊富な,
4143,ebullient,adjective,2800,熱狂的な,沸き立つ,
4144,effervescent,adjective,3000,活気のある,発泡性の,
4145,vivacious,adjective,3200,快活な,活気のある,
4146,animated,adjective,2800,活気のある,生き生きした,
4147,lively,adjective,2100,活気のある,元気な,
4148,spirited,adjective,1500,元気な,活発な,
4149,energetic,adjective,2200,精力的な,エネルギッシュな,
4150,vigorous,adjective,1700,力強い,活発な,
4151,robust,adjective,2300,頑健な,たくましい,
4152,sturdy,adjective,2400,頑丈な,たくましい,
4153,hardy,adjective,1800,丈夫な,耐寒性の,
4154,resilient,adjective,2100,回復力のある,弾力のある,
4155,durable,adjective,2600,耐久性のある,長持ちする,
4156,lasting,adjective,2000,長続きする,永続的な,
4157,enduring,adjective,1900,永続的な,不朽の,
4158,permanent,adjective,2300,永久的な,常設の,
4159,perpetual,adjective,1800,永久の,絶え間ない,
4160,eternal,adjective,2600,永遠の,不変の,
4161,everlasting,adjective,1900,永遠の,終わりのない,
4162,immortal,adjective,2500,不滅の,不朽の,
4163,timeless,adjective,2100,時を超えた,永久不変の,
4164,transient,adjective,2200,一時的な,はかない,
4165,ephemeral,adjective,2800,つかの間の,はかない,
4166,fleeting,adjective,3000,つかの間の,すぐに過ぎ去る,
4167,momentary,adjective,2500,瞬間的な,つかの間の,
4168,temporary,adjective,2300,一時的な,仮の,
4169,provisional,adjective,1800,暫定的な,仮の,
4170,interim,adjective,2700,暫定的な,仮の,
4171,transitional,adjective,2600,過渡的な,移行期の,
4172,intermediate,adjective,2700,中間の,中級の,
4173,temperate,adjective,2100,節度ある,温帯の,
4174,mild,adjective,2500,穏やかな,軽度の,
4175,delicate,adjective,1500,繊細な,微妙な,
4176,fragile,adjective,1900,壊れやすい,もろい,
4177,frail,adjective,2000,もろい,虚弱な,
4178,feeble,adjective,2100,弱々しい,か細い,
4179,faint,adjective,2200,かすかな,弱々しい,
4180,murky,adjective,1600,暗い,濁った,
4181,gloomy,adjective,2300,薄暗い,陰気な,
4182,dismal,adjective,1900,陰気な,惨めな,
4183,dreary,adjective,2400,わびしい,退屈な,
4184,bleak,adjective,2300,荒涼とした,暗い,
4185,desolate,adjective,2200,荒涼とした,寂しい,
4186,barren,adjective,2500,不毛の,荒れ果てた,
4187,arid,adjective,2300,乾燥した,不毛の,
4188,parched,adjective,2400,からからに乾いた,渇いた,
4189,scorched,adjective,2500,焼け焦げた,焼けた,
4190,seared,adjective,2300,焼け焦げた,干からびた,
4191,withered,adjective,2400,しおれた,しわだらけの,
4192,shriveled,adjective,2300,しわくちゃの,干からびた,
4193,wizened,adjective,2600,しわだらけの,干からびた,
4194,wrinkled,adjective,2900,しわだらけの,しわの寄った,
4195,crinkled,adjective,1800,しわくちゃの,縮れた,
4196,creased,adjective,2300,しわの寄った,折り目のついた,
4197,rumpled,adjective,2200,しわくちゃの,くしゃくしゃの,
4198,disheveled,adjective,2500,乱れた,だらしない,
4199,unkempt,adjective,2800,手入れされていない,乱れた,
4200,slovenly,adjective,2600,だらしない,不潔な,
4201,sloppy,adjective,2800,だらしない,ずさんな,
4202,messy,adjective,1900,散らかった,汚い,
4203,untidy,adjective,1400,散らかった,きちんとしていない,
4204,disorderly,adjective,2100,乱れた,無秩序な,
4205,anarchic,adjective,2500,無政府状態の,無秩序な,
4206,lawless,adjective,2900,無法の,法を無視した,
4207,unruly,adjective,2200,手に負えない,乱暴な,
4208,wayward,adjective,2600,わがままな,気まぐれな,
4209,headstrong,adjective,2700,強情な,向こう見ずな,
4210,defiant,adjective,2800,反抗的な,挑戦的な,
4211,rebellious,adjective,2400,反抗的な,反逆的な,
4212,mutinous,adjective,2200,反抗的な,反乱を起こした,
4213,seditious,adjective,2900,扇動的な,反逆的な,
4214,treasonous,adjective,3100,反逆的な,売国的な,
4215,traitorous,adjective,3000,裏切りの,不忠実な,
4216,disloyal,adjective,2900,不忠実な,不誠実な,
4217,faithless,adjective,2200,不誠実な,信義のない,
4218,perfidious,adjective,2600,不誠実な,裏切りの,
4219,insidious,adjective,3100,陰険な,潜行性の,
4220,surreptitious,adjective,2900,こっそりした,秘密の,
4221,clandestine,adjective,3200,秘密の,内密の,
4222,covert,adjective,3000,秘密の,隠れた,
4223,furtive,adjective,2500,こそこそした,人目を盗んだ,
4224,stealthy,adjective,2800,こっそりした,ひそかな,
4225,sneaky,adjective,2400,こそこそした,卑怯な,
4226,underhanded,adjective,1800,卑劣な,不正な,
4227,crooked,adjective,2700,曲がった,不正な,
4228,depraved,adjective,1900,堕落した,腐敗した,
4229,debased,adjective,2900,堕落した,品位を落とした,
4230,degraded,adjective,2900,堕落した,品位を落とした,
4231,decadent,adjective,2600,退廃的な,衰退期の,
4232,dissolute,adjective,2700,放蕩な,不道徳な,
4233,debauched,adjective,3000,放蕩な,堕落した,
4234,licentious,adjective,3000,放蕩な,みだらな,
4235,lascivious,adjective,3100,みだらな,好色な,
4236,lewd,adjective,3100,みだらな,わいせつな,
4237,obscene,adjective,2600,わいせつな,下品な,
4238,vulgar,adjective,2300,下品な,俗悪な,
4239,crude,adjective,2200,粗野な,未加工の,
4240,coarse,adjective,1900,粗野な,粗い,
4241,rough,adjective,2200,粗い,荒々しい,
4242,rugged,adjective,1200,ごつごつした,たくましい,
4243,jagged,adjective,2100,ギザギザの,でこぼこの,
4244,serrated,adjective,2200,ぎざぎざの,のこぎり歯状の,
4245,notched,adjective,2700,刻み目のある,V字形の,
4246,indented,adjective,2500,刻み目のある,字下げした,
4247,irregular,adjective,2400,不規則な,変則的な,
4248,uneven,adjective,2000,不均一な,でこぼこの,
4249,bumpy,adjective,1900,でこぼこの,ガタガタした,
4250,lumpy,adjective,1800,ごつごつした,でこぼこした,
4251,gnarled,adjective,1900,節くれだった,ねじれた,
4252,twisted,adjective,2600,ねじれた,曲がった,
4253,bent,adjective,1800,曲がった,熱中して,
4254,curved,adjective,1500,曲がった,湾曲した,
4255,arched,adjective,1700,弓形の,アーチ状の,
4256,bowed,adjective,2000,弓なりの,曲がった,
4257,hunched,adjective,1900,かがんだ,前かがみの,
4258,stooped,adjective,2300,前かがみの,腰の曲がった,
4259,slouched,adjective,2300,前かがみの,だらしない,
4260,slumped,adjective,2400,ぐったりした,崩れた,
4261,collapsed,adjective,2200,崩壊した,倒れた,
4262,crumbled,adjective,2000,崩れた,砕けた,
4263,dilapidated,adjective,2100,荒れ果てた,ぼろぼろの,
4264,decrepit,adjective,2900,老朽化した,老いぼれた,
4265,ramshackle,adjective,2800,ぼろぼろの,がたがたの,
4266,rickety,adjective,2900,ぐらぐらする,がたがたの,
4267,shaky,adjective,2600,ぐらぐらする,不安定な,
4268,wobbly,adjective,1800,ぐらぐらする,よろよろした,
4269,tottering,adjective,2100,よろめく,不安定な,
4270,teetering,adjective,2700,よろめく,揺れ動く,
4271,wavering,adjective,2700,揺れ動く,ためらう,
4272,vacillating,adjective,2500,ためらう,動揺する,
4273,hesitant,adjective,3100,ためらう,ちゅうちょする,
4274,reluctant,adjective,2100,気が進まない,いやいやの,
4275,unwilling,adjective,2300,気が進まない,いやがる,
4276,loath,adjective,2000,いやがる,気が進まない,
4277,averse,adjective,2600,嫌って,反対して,
4278,disinclined,adjective,2600,気が進まない,嫌って,
4279,resistant,adjective,2900,抵抗する,耐性のある,
4280,immune,adjective,2100,免疫のある,影響を受けない,
4281,impervious,adjective,2000,影響を受けない,不浸透性の,
4282,impenetrable,adjective,2900,突き通せない,不可解な,
4283,inscrutable,adjective,2900,不可解な,不可思議な,
4284,unfathomable,adjective,3100,計り知れない,深遠な,
4285,incomprehensible,adjective,3100,理解できない,不可解な,
4286,unintelligible,adjective,2800,意味不明の,判読できない,
4287,incoherent,adjective,2900,支離滅裂な,筋の通らない,
4288,garbled,adjective,2700,混乱した,歪曲された,
4289,confused,adjective,2600,混乱した,困惑した,
4290,bewildered,adjective,1600,当惑した,途方に暮れた,
4291,perplexed,adjective,2500,当惑した,困惑した,
4292,baffled,adjective,2600,困惑した,挫折した,
4293,puzzled,adjective,2400,困惑した,不可解な,
4294,mystified,adjective,2000,当惑した,神秘化された,
4295,nonplussed,adjective,2600,途方に暮れた,驚いた,
4296,flummoxed,adjective,3000,困惑した,当惑した,
4297,disconcerted,adjective,2900,当惑した,動揺した,
4298,flustered,adjective,2800,動揺した,あわてた,
4299,rattled,adjective,2500,動揺した,うろたえた,
4300,unnerved,adjective,2300,動揺した,不安な,
4301,agitated,adjective,2600,動揺した,興奮した,
4302,perturbed,adjective,2500,動揺した,不安な,
4303,disturbed,adjective,2800,動揺した,乱れた,
4304,troubled,adjective,2200,悩んでいる,困った,
4305,distressed,adjective,2000,苦しんでいる,困窮した,
4306,anguished,adjective,2500,苦悶した,苦しんでいる,
4307,tormented,adjective,2700,苦しめられた,悩まされた,
4308,afflicted,adjective,2500,苦しんでいる,悩まされた,
4309,stricken,adjective,2700,打ちのめされた,病気の,
4310,grief-stricken,adjective,2600,悲嘆に暮れた,深く悲しんでいる,
4311,heartbroken,adjective,3000,悲嘆に暮れた,失恋した,
4312,devastated,adjective,2200,打ちひしがれた,壊滅的な,
4313,shattered,adjective,2400,打ちのめされた,粉々の,
4314,crushed,adjective,2300,打ちのめされた,押しつぶされた,
4315,overwhelmed,adjective,2000,圧倒された,途方に暮れた,
4316,inundated,adjective,2400,殺到された,氾濫した,
4317,swamped,adjective,2900,多忙を極めた,水浸しの,
4318,engulfed,adjective,2400,飲み込まれた,包まれた,
4319,submerged,adjective,2700,水没した,隠れた,
4320,immersed,adjective,2400,浸った,没頭した,
4321,absorbed,adjective,2500,夢中の,吸収された,
4322,engrossed,adjective,2100,夢中の,没頭した,
4323,preoccupied,adjective,2700,心を奪われた,没頭した,
4324,obsessed,adjective,2500,取りつかれた,強迫観念に駆られた,
4325,fixated,adjective,2300,執着した,固執した,
4326,infatuated,adjective,2600,夢中の,のぼせ上がった,
4327,besotted,adjective,2800,のぼせ上がった,酔いつぶれた,
4328,smitten,adjective,2900,夢中の,魅了された,
4329,enamored,adjective,2600,魅了された,ほれ込んだ,
4330,enthralled,adjective,2700,魅了された,夢中の,
4331,captivated,adjective,2800,魅了された,心を奪われた,
4332,enchanted,adjective,2600,魅了された,魔法にかけられた,
4333,spellbound,adjective,2200,魔法にかけられた,魅了された,
4334,mesmerized,adjective,2700,魅了された,催眠術にかけられた,
4335,hypnotized,adjective,2700,催眠術にかけられた,魅了された,
4336,transfixed,adjective,2400,釘付けの,動けなくなった,
4337,riveted,adjective,2800,釘付けの,鋲で留めた,
4338,gripped,adjective,2600,とらえられた,握られた,
4339,entangled,adjective,2000,もつれた,巻き込まれた,
4340,embroiled,adjective,2500,巻き込まれた,混乱した,
4341,enmeshed,adjective,2800,巻き込まれた,もつれた,
4342,ensnared,adjective,2800,わなにかかった,陥れられた,
4343,entrapped,adjective,2800,わなにかかった,閉じ込められた,
4344,cornered,adjective,2800,追い詰められた,窮地に立った,
4345,trapped,adjective,2200,閉じ込められた,わなにかかった,
4346,confined,adjective,1900,閉じ込められた,限定された,
4347,restricted,adjective,2300,制限された,限定的な,
4348,constrained,adjective,2200,制約された,強制された,
4349,hampered,adjective,2700,妨げられた,束縛された,
4350,hindered,adjective,2600,妨げられた,阻害された,
4351,impeded,adjective,2500,妨げられた,邪魔された,
4352,obstructed,adjective,2800,妨げられた,ふさがれた,
4353,blocked,adjective,2600,ふさがれた,妨げられた,
4354,clogged,adjective,1700,詰まった,ふさがれた,
4355,jammed,adjective,2200,詰まった,動かなくなった,
4356,stuck,adjective,1900,動かなくなった,行き詰まった,
4357,stalled,adjective,1400,停止した,失速した,
4358,stagnant,adjective,2300,停滞した,よどんだ,
4359,static,adjective,2700,静的な,停滞した,
4360,stationary,adjective,2300,静止した,定置の,
4361,motionless,adjective,2400,動かない,静止した,
4362,immobile,adjective,2300,動かない,不動の,
4363,inert,adjective,2600,不活性の,動かない,
4364,dormant,adjective,2700,休眠中の,潜在的な,
4365,latent,adjective,2600,潜在的な,潜伏期の,
4366,prospective,adjective,2700,見込みのある,将来の,
4367,forthcoming,adjective,2500,今度の,協力的な,
4368,impending,adjective,2600,差し迫った,今にも起こりそうな,
4369,imminent,adjective,2700,差し迫った,切迫した,
4370,looming,adjective,2700,迫っている,ぼんやり見える,
4371,threatening,adjective,2500,脅すような,不吉な,
4372,menacing,adjective,2000,脅すような,威嚇的な,
4373,portentous,adjective,2500,不吉な,驚くべき,
4374,prophetic,adjective,3000,予言的な,予言の,
4375,prescient,adjective,2600,先見の明のある,予知の,
4376,clairvoyant,adjective,3000,千里眼の,透視の,
4377,telepathic,adjective,2900,テレパシーの,以心伝心の,
4378,psychic,adjective,2600,超能力の,心霊の,
4379,supernatural,adjective,2100,超自然的な,不思議な,
4380,paranormal,adjective,2200,超常的な,超自然の,
4381,occult,adjective,2500,オカルトの,秘密の,
4382,magical,adjective,2700,魔法の,不思議な,
4383,enchanting,adjective,1700,魅惑的な,うっとりさせる,
4384,bewitching,adjective,2400,魅惑的な,うっとりさせる,
4385,alluring,adjective,2700,魅惑的な,人を引きつける,
4386,enticing,adjective,2600,魅力的な,誘惑的な,
4387,tempting,adjective,2500,そそられる,魅力的な,
4388,seductive,adjective,2000,魅惑的な,誘惑的な,
4389,captivating,adjective,2500,魅惑的な,人を引きつける,
4390,fascinating,adjective,2600,魅力的な,心を奪う,
4391,intriguing,adjective,2100,興味をそそる,陰謀の,
4392,compelling,adjective,2500,説得力のある,やむを得ない,
4393,convincing,adjective,2600,説得力のある,納得のいく,
4394,persuasive,adjective,2100,説得力のある,口の上手い,
4395,cogent,adjective,2500,説得力のある,的を射た,
4396,potent,adjective,2900,強力な,効き目のある,
4397,powerful,adjective,2500,強力な,力強い,
4398,mighty,adjective,1500,強大な,巨大な,
4399,formidable,adjective,1900,恐るべき,手ごわい,
4400,redoubtable,adjective,2700,恐るべき,手ごわい,
4401,invincible,adjective,3200,無敵の,打ち負かせない,
4402,indomitable,adjective,2600,不屈の,負けん気の,
4403,unconquerable,adjective,3100,征服できない,不屈の,
4404,insurmountable,adjective,3100,乗り越えられない,克服できない,
4405,insuperable,adjective,3100,乗り越えられない,克服できない,
4406,impregnable,adjective,3200,難攻不落の,確固たる,
4407,invulnerable,adjective,3100,傷つけられない,影響を受けない,
4408,unassailable,adjective,3000,攻撃できない,反論の余地のない,
4409,indisputable,adjective,3100,議論の余地のない,明白な,
4410,irrefutable,adjective,2900,反論できない,明白な,
4411,incontrovertible,adjective,3000,議論の余地のない,明白な,
4412,undeniable,adjective,3300,否定できない,明白な,
4413,unquestionable,adjective,2600,疑う余地のない,確実な,
4414,indubitable,adjective,2800,疑う余地のない,明白な,
4415,incontestable,adjective,3200,争う余地のない,明白な,
4416,irrefragable,adjective,3200,反駁できない,破れない,
4417,apodictic,adjective,3400,絶対確実な,明証的な,
4418,axiomatic,adjective,3400,自明の,公理的な,
4419,self-evident,adjective,3000,自明の,明白な,
4420,obvious,adjective,2600,明白な,明らかな,
4421,evident,adjective,1600,明白な,明らかな,
4422,apparent,adjective,2100,明白な,外見上の,
4423,patent,adjective,2200,明白な,特許の,
4424,palpable,adjective,2600,明白な,触知できる,
4425,tangible,adjective,2800,触れることのできる,明白な,
4426,concrete,adjective,2600,具体的な,コンクリートの,
4427,substantial,adjective,2000,実質的な,かなりの,
4428,considerable,adjective,2500,かなりの,相当な,
4429,significant,adjective,2400,重要な,かなりの,
4430,noteworthy,adjective,2100,注目に値する,顕著な,
4431,remarkable,adjective,2700,注目すべき,驚くべき,
4432,extraordinary,adjective,2300,並外れた,異常な,
4433,exceptional,adjective,2500,並外れた,例外的な,
4434,outstanding,adjective,2500,卓越した,未解決の,
4435,predominant,adjective,2300,支配的な,主要な,
4436,prevalent,adjective,2700,流行している,一般的な,
4437,ubiquitous,adjective,2700,至る所にある,遍在する,
4438,pervasive,adjective,3000,広がる,浸透する,
4439,comprehensive,adjective,2800,包括的な,総合的な,
4440,extensive,adjective,2500,広範な,大規模な,
4441,intricate,adjective,2400,複雑な,入り組んだ,
4442,elaborate,adjective,2700,精巧な,入念な,
4443,sophisticated,adjective,2500,洗練された,高度な,
4444,meticulous,adjective,2400,細心の,綿密な,
4445,rigorous,adjective,2800,厳密な,厳格な,
4446,grave,adjective,2700,重大な,深刻な,
4447,dire,adjective,2000,悲惨な,恐ろしい,
4448,grim,adjective,2400,厳しい,険しい,
4449,searing,adjective,2100,焼けるような,激しい,
4450,sweltering,adjective,2600,うだるような,蒸し暑い,
4451,torrid,adjective,2800,焼けつく,猛烈な,
4452,frigid,adjective,2800,極寒の,冷淡な,
4453,glacial,adjective,2600,氷河の,極寒の,
4454,arctic,adjective,2600,北極の,極寒の,
4455,polar,adjective,2100,極地の,正反対の,
4456,equatorial,adjective,1900,赤道の,赤道付近の,
4457,tropical,adjective,2700,熱帯の,熱帯性の,
4458,brittle,adjective,2000,もろい,脆い,
4459,infirm,adjective,2400,虚弱な,不健全な,
4460,hostile,adjective,2800,敵意のある,敵対的な,
4461,antagonistic,adjective,2200,敵対的な,対立する,
4462,adversarial,adjective,2800,敵対的な,対立的な,
4463,belligerent,adjective,2900,好戦的な,交戦中の,
4464,combative,adjective,2900,好戦的な,闘争的な,
4465,aggressive,adjective,2700,攻撃的な,積極的な,
4466,assertive,adjective,2000,断定的な,積極的な,
4467,forceful,adjective,2400,力強い,強力な,
4468,flexible,adjective,2300,柔軟な,融通の利く,
4469,adaptable,adjective,2000,適応できる,順応性のある,
4470,versatile,adjective,2400,多才な,多目的の,
4471,multifaceted,adjective,2600,多面的な,多才な,
4472,diverse,adjective,2900,多様な,種々の,
4473,varied,adjective,2200,多様な,変化に富んだ,
4474,heterogeneous,adjective,2000,異質な,不均一な,
4475,homogeneous,adjective,3200,同質の,均一な,
4476,uniform,adjective,3000,一様な,均一な,
4477,sensible,adjective,2200,分別のある,賢明な,
4478,judicious,adjective,2100,賢明な,思慮深い,
4479,sagacious,adjective,2800,賢明な,洞察力のある,
4480,spurious,adjective,3000,偽の,見せかけの,
4481,bogus,adjective,2900,偽の,いかさまの,
4482,phony,adjective,2300,偽の,まやかしの,
4483,artificial,adjective,2100,人工的な,不自然な,
4484,synthetic,adjective,2100,合成の,人工的な,
4485,fabricated,adjective,2500,捏造された,製作された,
4486,contrived,adjective,2600,不自然な,わざとらしい,
4487,forced,adjective,2700,強制的な,不自然な,
4488,compulsory,adjective,1800,義務的な,強制的な,
4489,mandatory,adjective,2600,義務的な,必須の,
4490,obligatory,adjective,2600,義務的な,必須の,
4491,requisite,adjective,2800,必要な,必須の,
4492,definitive,adjective,2800,決定的な,最終的な,
4493,conclusive,adjective,2700,決定的な,最終的な,
4494,decisive,adjective,2700,決定的な,断固とした,
4495,resolute,adjective,2400,断固とした,毅然とした,
4496,determined,adjective,2700,断固たる,決意した,
4497,steadfast,adjective,2000,不動の,確固たる,
4498,unwavering,adjective,2700,揺るがない,確固とした,
4499,unflinching,adjective,2800,ひるまない,断固とした,
4500,persistent,adjective,2900,粘り強い,持続する,
4501,tenacious,adjective,2400,粘り強い,執念深い,
4502,dogged,adjective,2600,頑固な,粘り強い,
4503,stiff,adjective,2500,硬い,堅苦しい,
4504,taut,adjective,1400,ぴんと張った,緊張した,
4505,tense,adjective,2300,緊張した,ピンと張った,
4506,strained,adjective,1700,緊張した,不自然な,
4507,anxious,adjective,2200,不安な,心配な,
4508,apprehensive,adjective,1600,不安な,懸念する,
4509,uneasy,adjective,2700,不安な,落ち着かない,
4510,jittery,adjective,2000,神経質な,びくびくした,
4511,muddled,adjective,2400,混乱した,取り乱した,
4512,disoriented,adjective,2400,方向を見失った,混乱した,
4513,dazed,adjective,2700,ぼうっとした,呆然とした,
4514,stunned,adjective,2100,唖然とした,気絶した,
4515,astounded,adjective,2000,驚嘆した,仰天した,
4516,astonished,adjective,2600,驚いた,びっくりした,
4517,amazed,adjective,2400,驚いた,びっくりした,
4518,awestruck,adjective,1800,畏敬の念に打たれた,驚嘆した,
4519,dumbfounded,adjective,2700,唖然とした,あっけにとられた,
4520,flabbergasted,adjective,2800,仰天した,びっくり仰天した,
4521,thunderstruck,adjective,3000,驚愕した,びっくり仰天した,
4522,startled,adjective,3000,驚いた,びっくりした,
4523,alarmed,adjective,2000,不安な,驚いた,
4524,dismayed,adjective,2100,うろたえた,がっかりした,
4525,distraught,adjective,2500,取り乱した,うろたえた,
4526,frantic,adjective,2800,取り乱した,必死の,
4527,frenzied,adjective,2400,熱狂的な,狂乱した,
4528,hysterical,adjective,2600,ヒステリックな,爆笑的な,
4529,delirious,adjective,2500,うわごとを言う,熱狂的な,
4530,ecstatic,adjective,2700,有頂天の,狂喜した,
4531,euphoric,adjective,2600,幸福感に満ちた,陶酔した,
4532,elated,adjective,2700,意気揚々とした,大喜びの,
4533,exultant,adjective,2500,大喜びの,勝ち誇った,
4534,triumphant,adjective,2700,勝利を収めた,意気揚々とした,
4535,victorious,adjective,2400,勝利した,勝利の,
4536,successful,adjective,2200,成功した,うまくいった,
